DeltaU_V
-1317624576692.1978
1317624576693.6758
-329406144174.6758
329406144177.265
1.0128571428570012
1.452406015037682
1.1397368421051848
1.0216666666667287
4.436904761904145
4.781691729323121
4.819022556390138
4.940714285708015
5.0692857142955745
5.075714285712287
5.081764705886329
