DeltaU_V
0.43500000000000083
1.7921428571428497
1.064835164835101
0.34397435897445927
0.735833333333205
0.8025000000001397
1.3349999999998534
1.3968181818185492
0.9824675324676626
3.090714285714313
1.524999999999837
4.920000000002137
4.79749999999936
4.882499999995208
5.0449999999986765
5.0650000000070605
4.796666666649983
